Date,Time,    Street_Address ,    City_State ,,
7/22/2014,    07:10     ,    1381 E NEW YORK AV          ,     BK                      ,,
7/22/2014,    09:10     ,    850 COLUMBUS AV             ,     M                       ,,
7/22/2014,    10:45     ,    520 E 70TH ST               ,     M                       ,,
7/22/2014,    11:55     ,    300 RIVERSIDE DR            ,     M                       ,,
7/22/2014,    13:15     ,    525 E 68TH ST               ,     M                       ,,
7/22/2014,    14:05     ,    199 MOUNT EDEN PY           ,     BX                      ,,
7/22/2014,    15:33     ,    409 E 60TH ST               ,     M                       ,,
7/22/2014,    17:55     ,    420 MADISON AV              ,     M                       ,,
7/22/2014,    06:20     ,    60 FLEET WALK               ,     BK                      ,,
7/22/2014,    09:17     ,    13 LEXINGTON AV             ,     BK                      ,,
7/22/2014,    11:40     ,    250 GREENWICH ST            ,     M                       ,,
7/22/2014,    12:54     ,    65 BROADWAY                 ,     M                       ,,
7/22/2014,    16:40     ,    1140 6th AV                 ,     M                       ,,
7/22/2014,    18:59     ,     E 60TH ST                  ,     M                       ,,
7/22/2014,    20:50     ,    129 W 29TH ST               ,    NEW YORK M               ,,
7/22/2014,    14:33     ,                                ,     LAG                     ,,
7/22/2014,    17:38     ,    219 DEVON RD.               ,    ESSEX FELLS NJ           ,,
7/22/2014,    22:53     ,    622 THIRD AV ON 41ST        ,     M                       ,,
7/22/2014,    21:05     ,                                ,     NWK                     ,,
7/22/2014,    05:40     ,    640 STANLEY AV              ,     BK                      ,,
7/22/2014,    07:15     ,    301 E 69TH ST               ,     M                       ,,
7/22/2014,    08:00     ,    800 BERGEN ST               ,     BK                      ,,
7/22/2014,    08:55     ,    45 CLERMONT AV              ,     BK                      ,,
7/22/2014,    09:32     ,    180 LENOX RD                ,     BK                      ,,
7/22/2014,    11:40     ,    132 E 35TH ST               ,     M                       ,,
7/22/2014,    12:10     ,    13639 37TH AV               ,     QU                      ,,
7/22/2014,    13:07     ,    5911 16TH AV                ,     BK                      ,,
7/22/2014,    14:05     ,    1 BROOKDALE PZ              ,     BK                      ,,
7/22/2014,    14:40     ,    1102 E 31ST ST              ,     BK                      ,,
7/22/2014,    15:27     ,    4915 10TH AV                ,     BK                      ,,
7/22/2014,    16:01     ,    1660 E 14TH ST              ,     BK                      ,,
7/22/2014,    06:36     ,    74 WILLOW AV                ,    LARCHMONT WE             ,,
7/22/2014,    07:55     ,    4730 61ST ST                ,     QU                      ,,
7/22/2014,    09:40     ,    1130 COLLEGE AV             ,     BX                      ,,
7/22/2014,    11:25     ,    204 E 165TH ST              ,     BX                      ,,
7/22/2014,    16:40     ,    1177 SIXTH AV               ,     M                       ,,
7/22/2014,    18:36     ,    452 FIFTH AV                ,     M                       ,,
7/22/2014,    20:41     ,    730 FIFTH AV                ,     M                       ,,
7/22/2014,    21:18     ,    745 SEVENTH AV              ,     M                       ,,
7/22/2014,    22:38     ,    1345 SIXTH AV               ,     M                       ,,
7/22/2014,    08:20     ,    5 W 8TH ST                  ,     M                       ,,
7/22/2014,    09:22     ,    120 W 94TH ST               ,     M                       ,,
7/22/2014,    09:45     ,    100 W 93RD ST               ,     M                       ,,
7/22/2014,    13:21     ,    4230 DOUGLASTON PY          ,     QU                      ,,
7/22/2014,    15:15     ,    624 W 55TH ST               ,     M                       ,,
7/22/2014,    17:09     ,    9 W 57TH ST                 ,     M                       ,,
7/22/2014,    18:15     ,    330 W 38TH ST               ,     M                       ,,
7/22/2014,    21:13     ,    9 W 57TH ST                 ,     M                       ,,
7/22/2014,    21:47     ,    1185 SIXTH AV               ,     M                       ,,
7/22/2014,    15:25     ,    598 MADISON AV              ,     M                       ,,
7/22/2014,    21:10     ,    622 THIRD AV                ,     M                       ,,
7/22/2014,    07:22     ,    5 HORIZON ROAD              ,    FORT LEE NJ              ,,
7/22/2014,    09:40     ,    349 E 49TH ST               ,     M                       ,,
7/22/2014,    10:30     ,    7152 69TH PL                ,     QU                      ,,
7/22/2014,    11:20     ,    5210 108TH ST               ,     QU                      ,,
7/22/2014,    12:07     ,    1110 PENNSYLVANIA AV        ,     BK                      ,,
7/22/2014,    12:40     ,    2505 86TH ST                ,     BK                      ,,
7/22/2014,    14:55     ,    200 VARICK ST               ,     M                       ,,
7/22/2014,    17:01     ,    535 MADISON ON 54TH ST      ,     M                       ,,
7/22/2014,    19:17     ,     VANDERBILT AV              ,     M                       ,,
7/22/2014,    05:10     ,    814 TILDEN ST               ,     BX                      ,,
7/22/2014,    06:25     ,    875 WEST END AV             ,     M                       ,,
7/22/2014,    07:10     ,    448 W 153RD ST              ,     M                       ,,
7/22/2014,    08:10     ,    3333 BROADWAY               ,     M                       ,,
7/22/2014,    12:10     ,    1225 GERARD AV              ,     BX                      ,,
7/22/2014,    07:40     ,                                ,     LAG                     ,,
7/22/2014,    11:10     ,    40 E 68TH ST                ,     M                       ,,
7/22/2014,    16:55     ,    60 E 54TH ST                ,     M                       ,,
7/22/2014,    09:30     ,    1091 MADISON AV             ,     M                       ,,
7/22/2014,    15:56     ,    14 E 90TH ST                ,     M                       ,,
7/22/2014,    17:45     ,    252 SEVENTH AV              ,     M                       ,,
7/22/2014,    07:00     ,    30 MONTROSE AV              ,     BK                      ,,
7/22/2014,    08:30     ,    86 MOTHER GASTON BL         ,     BK                      ,,
7/22/2014,    09:40     ,    1447 E 24TH ST              ,     BK                      ,,
7/22/2014,    13:40     ,    30 ROGERS AV                ,     BK                      ,,
7/22/2014,    15:10     ,    140 BROADWAY ON CEDAR       ,     M                       ,,
7/22/2014,    16:38     ,    65 CROSBY ST                ,    NEW YORK M               ,,
7/22/2014,    17:40     ,    59 MAIDEN LA                ,     M                       ,,
7/22/2014,    21:12     ,    176 PERRY ST                ,     M                       ,,
7/22/2014,    09:55     ,    711 FDR DRIVE W LANE        ,     M                       ,,
7/22/2014,    13:40     ,    74 TRINITY PL               ,     M                       ,,
7/22/2014,    18:35     ,                                ,     JFK                     ,,
7/22/2014,    16:02     ,    254 W 31ST ST               ,     M                       ,,
7/22/2014,    18:30     ,    640 W 28TH ST               ,     M                       ,,
7/22/2014,    21:03     ,    1301 SIXTH AV               ,    M M                      ,,
7/22/2014,    22:15     ,    75 VARICK ST                ,     M                       ,,
7/22/2014,    02:06     ,    100 JOHN ST                 ,     M                       ,,
7/22/2014,    20:22     ,    21 W 17TH ST                ,     M                       ,,
7/22/2014,    21:40     ,    149 FIFTH AV                ,     M                       ,,
7/22/2014,    22:52     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
7/22/2014,    07:40     ,    65 W 54TH ST                ,     M                       ,,
7/22/2014,    04:56     ,    75 NINTH AV                 ,     M                       ,,
7/22/2014,    06:00     ,    4804 211TH ST               ,     QU                      ,,
7/22/2014,    06:35     ,    2195 E 22ND ST              ,     BK                      ,,
7/22/2014,    07:05     ,    3020 AVENUE Y               ,     BK                      ,,
7/22/2014,    09:40     ,    1350 BEDFORD AV             ,     BK                      ,,
7/22/2014,    11:10     ,    17 E 102ND ST               ,     M                       ,,
7/22/2014,    12:45     ,    220 E 42ND ST               ,     M                       ,,
7/22/2014,    13:55     ,    200 LIBERTY ST              ,     M                       ,,
7/22/2014,    14:55     ,    622 THIRD AV                ,     M                       ,,
7/23/2014,    21:10     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    22:34     ,    109 W 27TH ST               ,     M                       ,,
7/23/2014,    23:18     ,                                ,     LAG                     ,,
7/23/2014,    01:20     ,                                ,     NWK                     ,,
7/23/2014,    15:40     ,    10 E 40TH ST                ,     M                       ,,
7/23/2014,    20:17     ,    2 MANHATTANVILLE RD         ,    PURCHASE WE              ,,
7/23/2014,    21:49     ,    2710 KINGSLAND AV           ,     BX                      ,,
7/23/2014,    03:40     ,    1990 LEXINGTON AV           ,     M                       ,,
7/23/2014,    19:32     ,    1498 SECOND AV              ,     M                       ,,
7/23/2014,    21:06     ,    110 CHAMBERS ST             ,     M                       ,,
7/23/2014,    23:51     ,    641 LEXINGTON ON 54TH  S    ,     M                       ,,
7/23/2014,    13:14     ,    1 BUNGTOWN RD               ,    COLD SPRING HARBOR LI    ,,
7/23/2014,    16:10     ,    17 E 102ND ST               ,     M                       ,,
7/23/2014,    20:33     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    23:37     ,    462 FIRST AV                ,     M                       ,,
7/23/2014,    09:50     ,    13435 SPRINGFIELD BL        ,     QU                      ,,
7/23/2014,    10:37     ,    11811 GUY BREWER BL         ,     QU                      ,,
7/23/2014,    11:10     ,    17561 HILLSIDE AV           ,     QU                      ,,
7/23/2014,    12:44     ,    240 E 38TH ST               ,     M                       ,,
7/23/2014,    16:10     ,    460 PARK AV                 ,     M                       ,,
7/23/2014,    21:05     ,                                ,     LAG                     ,,
7/23/2014,    13:00     ,    111 W 110TH ST              ,     M                       ,,
7/23/2014,    21:40     ,    730 FIFTH AV                ,     M                       ,,
7/23/2014,    06:30     ,    570 FORT WASHINGTON AV      ,     M                       ,,
7/23/2014,    08:40     ,    2505 BARKER AV              ,     BX                      ,,
7/23/2014,    09:25     ,    1454 WALTON AV              ,     BX                      ,,
7/23/2014,    11:10     ,    823 ELSMERE PL              ,     BX                      ,,
7/23/2014,    11:57     ,    1740 EASTCHESTER RD         ,     BX                      ,,
7/23/2014,    13:27     ,    18005 HILLSIDE AV           ,     QU                      ,,
7/23/2014,    16:55     ,    88 THOMPSON ST              ,     M                       ,,
7/23/2014,    19:30     ,    178 BROADWAY                ,     BK                      ,,
7/23/2014,    21:10     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    22:20     ,    1345 SIXTH AV               ,     M                       ,,
7/23/2014,    07:00     ,    1512 ALBANY AV              ,     BK                      ,,
7/23/2014,    09:15     ,    420 E 76TH ST               ,     M                       ,,
7/23/2014,    09:35     ,    131 SAINT NICHOLAS AV       ,     M                       ,,
7/23/2014,    12:08     ,    317 E 17TH ST               ,     M                       ,,
7/23/2014,    13:12     ,    453 KINGS HY                ,     BK                      ,,
7/23/2014,    13:20     ,    112 E 128TH ST              ,     M                       ,,
7/23/2014,    15:19     ,    2025 KINGS HY               ,     BK                      ,,
7/23/2014,    15:55     ,    720 E 8TH ST                ,     BK                      ,,
7/23/2014,    16:54     ,    180 WATER ST                ,     M                       ,,
7/23/2014,    02:13     ,    235 E 42ND ST               ,     M                       ,,
7/23/2014,    14:15     ,    535 MADISON ON 54TH ST      ,     M                       ,,
7/23/2014,    17:40     ,    160 E 56TH ST               ,     M                       ,,
7/23/2014,    20:20     ,    767 5TH AV                  ,    New York M               ,,
7/23/2014,    21:17     ,    24 E 39TH ST                ,     M                       ,,
7/23/2014,    21:06     ,    767 5TH AV                  ,    New York M               ,,
7/23/2014,    17:18     ,    36 BATTERY PL               ,     M                       ,,
7/23/2014,    20:29     ,    1 YORK ST                   ,     M                       ,,
7/23/2014,    10:40     ,    200 PARK AV                 ,     M                       ,,
7/23/2014,    12:40     ,    425 PARK AV                 ,     M                       ,,
7/23/2014,    16:36     ,    600 MADISON AV              ,     M                       ,,
7/23/2014,    17:30     ,    622 THIRD AV                ,     M                       ,,
7/23/2014,    19:56     ,    245 PARK AV                 ,     M                       ,,
7/23/2014,    20:57     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    21:27     ,    767 5TH AV                  ,    New York M               ,,
7/23/2014,    23:33     ,    485 LEXINGTON AV            ,     M                       ,,
7/23/2014,    11:57     ,                                ,     NWK                     ,,
7/23/2014,    16:40     ,    636 ELEVENTH AV             ,     M                       ,,
7/23/2014,    18:01     ,    120 W 56TH ST               ,     M                       ,,
7/23/2014,    20:37     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    22:13     ,     BROADWAY                   ,     M                       ,,
7/23/2014,    23:31     ,    575 LEXINGTON AV            ,     M                       ,,
7/23/2014,    17:40     ,    1271 SIXTH AV               ,     M                       ,,
7/23/2014,    19:10     ,    72 W 36TH ST                ,     M                       ,,
7/23/2014,    20:54     ,    767 5TH AVE                 ,     M                       ,,
7/23/2014,    21:55     ,    311 W 34TH ST               ,     M                       ,,
7/23/2014,    16:37     ,                                ,     LAG                     ,,
7/23/2014,    19:27     ,    605 PARK AV                 ,     M                       ,,
7/23/2014,    20:26     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    22:19     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    23:10     ,                                ,     LAG                     ,,
7/23/2014,    16:30     ,    415 7TH AV                  ,    Manhattan M              ,,
7/23/2014,    17:57     ,    30 W 26TH ST                ,     M                       ,,
7/23/2014,    20:44     ,    1290 SIXTH AV               ,     M                       ,,
7/23/2014,    22:21     ,    375 PARK AV                 ,     M                       ,,
7/23/2014,    00:38     ,    9 W 57TH ST                 ,     M                       ,,
7/23/2014,    17:55     ,    65 SECOND AV                ,     M                       ,,
7/23/2014,    20:48     ,    3 W 51ST ST                 ,     M                       ,,
7/23/2014,    22:55     ,                                ,     NWK                     ,,
7/23/2014,    04:30     ,    757 THIRD AV                ,     M                       ,,
7/23/2014,    06:15     ,    510 E 86TH ST               ,     M                       ,,
7/23/2014,    08:05     ,    1261 5th AV                 ,     M                       ,,
7/23/2014,    08:30     ,    6057 60TH DR                ,     QU                      ,,
7/23/2014,    11:25     ,    500A E 87TH ST              ,     M                       ,,
7/23/2014,    12:55     ,    124 E 84TH ST               ,     M                       ,,
7/23/2014,    14:25     ,    240 E 84TH ST               ,     M                       ,,
7/23/2014,    13:10     ,    25 PECK SL                  ,    M M                      ,,
7/23/2014,    15:12     ,    375 HUDSON ST               ,     M                       ,,
7/23/2014,    16:40     ,    80 E 11TH ST                ,     M                       ,,
7/23/2014,    20:20     ,    375 HUDSON ST               ,     M                       ,,
7/23/2014,    21:50     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    17:25     ,                                ,     LAG                     ,,
7/23/2014,    19:45     ,    280 PARK AVE                ,     M                       ,,
7/23/2014,    21:00     ,    240 E 58TH ST               ,     M                       ,,
7/23/2014,    10:10     ,    230 PARK AV                 ,     M                       ,,
7/23/2014,    13:44     ,    305 E 47TH ST               ,     M                       ,,
7/23/2014,    20:44     ,    622 THIRD AV                ,     M                       ,,
7/23/2014,    02:19     ,    2 CLOVER DRIVE              ,    SMITHTOWN LI             ,,
7/23/2014,    05:10     ,    90 WILLIAM ST               ,     M                       ,,
7/23/2014,    08:41     ,    5 CARMINE ST                ,    New York M               ,,
7/23/2014,    20:36     ,    72 SPRING ST                ,     M                       ,,
7/23/2014,    22:17     ,    186 AVENUE B                ,     M                       ,,
7/23/2014,    06:15     ,    100 RIVERSIDE BL            ,     M                       ,,
7/23/2014,    11:55     ,    140 W 51ST ST               ,     M                       ,,
7/23/2014,    13:06     ,    1 VERIZON WAY               ,    BASKING RIDGE NJ         ,,
7/23/2014,    18:40     ,    47 W 56TH ST                ,     M                       ,,
7/23/2014,    20:32     ,    730 FIFTH AV                ,     M                       ,,
7/23/2014,    05:11     ,                                ,     JFK                     ,,
7/23/2014,    07:12     ,    80 N MOORE ST               ,     M                       ,,
7/23/2014,    08:40     ,    94 E 4TH ST                 ,     M                       ,,
7/23/2014,    20:20     ,                                ,     NWK                     ,,
7/23/2014,    22:19     ,    261 FIFTH AV                ,     M                       ,,
7/23/2014,    01:33     ,    767 5TH AV                  ,    New York M               ,,
7/23/2014,    06:30     ,    201 E 69TH ST               ,     M                       ,,
7/23/2014,    09:10     ,    277 PARK AV                 ,     M                       ,,
7/23/2014,    20:48     ,    375 PARK AV                 ,     M                       ,,
7/23/2014,    16:00     ,                                ,     JFK                     ,,
7/23/2014,    16:50     ,    142 E 38TH ST               ,     M                       ,,
7/23/2014,    18:40     ,    575 LEXINGTON AV            ,     M                       ,,
7/23/2014,    19:55     ,    178 BROADWAY                ,     BK                      ,,
7/23/2014,    21:56     ,    225 E 44TH ST               ,     M                       ,,
7/23/2014,    11:24     ,    3500 SUNRISE HWY            ,    GREAT RIVER LI           ,,
7/23/2014,    16:09     ,    350 FIFTH AV                ,     M                       ,,
7/23/2014,    18:10     ,    1 STATE ST PZ               ,     M                       ,,
7/23/2014,    20:40     ,    71 W 35TH ST                ,     M                       ,,
7/23/2014,    21:05     ,    71 W 35TH ST                ,     M                       ,,
7/23/2014,    10:00     ,    9527 REMINGTON ST           ,     QU                      ,,
7/23/2014,    11:48     ,    17 E 102ND ST               ,     M                       ,,
7/23/2014,    12:45     ,    1901 SECOND AVE             ,     M                       ,,
7/23/2014,    13:25     ,    2086 2nd AVE                ,     M                       ,,
7/23/2014,    14:41     ,    35 E 85TH ST                ,     M                       ,,
7/23/2014,    16:10     ,    295 WASHINGTON AV           ,     BK                      ,,
7/23/2014,    17:35     ,    462 FIRST AV                ,     M                       ,,
7/23/2014,    20:28     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/23/2014,    21:15     ,    220 E 42ND ST               ,     M                       ,,
7/23/2014,    05:00     ,    2114 E 69TH ST              ,     BK                      ,,
7/23/2014,    06:00     ,    149 MARINE AV               ,     BK                      ,,
7/23/2014,    06:55     ,    1012 E 56TH ST              ,     BK                      ,,
7/23/2014,    07:30     ,    670 E 79TH ST               ,     BK                      ,,
7/23/2014,    08:45     ,    188 E 93RD ST               ,     M                       ,,
7/23/2014,    09:10     ,    9410 75TH ST                ,     QU                      ,,
7/23/2014,    10:40     ,    9417 85TH RD                ,     QU                      ,,
7/23/2014,    10:55     ,    111 E 48TH ST               ,     M                       ,,
7/23/2014,    12:10     ,    4215 43RD AV                ,     QU                      ,,
7/23/2014,    12:55     ,    70 PARK AV                  ,     M                       ,,
7/23/2014,    15:20     ,    1416 RIVER ROAD             ,    EDGEWATER NJ             ,,
7/23/2014,    20:41     ,    452 FIFTH AV                ,     M                       ,,
7/23/2014,    07:15     ,    525 LEXINGTON AVE           ,     M                       ,,
7/23/2014,    10:30     ,    850 THIRD AV                ,     M                       ,,
7/23/2014,    05:30     ,    4 DASKAMS LN                ,    NORWALK CT               ,,
7/23/2014,    08:12     ,    13437 166TH PL              ,     QU                      ,,
7/23/2014,    08:25     ,    7040 PARSONS BL             ,     QU                      ,,
7/23/2014,    09:10     ,    11204 167TH ST              ,     QU                      ,,
7/23/2014,    09:20     ,    10919 HANNIBAL ST           ,     QU                      ,,
7/23/2014,    09:30     ,    1018 EASTERN PY             ,     BK                      ,,
7/23/2014,    12:35     ,    25 CHITTENDEN AV            ,     M                       ,,
7/23/2014,    19:54     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/23/2014,    14:07     ,                                ,     LAG                     ,,
7/23/2014,    18:45     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    19:45     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    22:55     ,                                ,     LAG                     ,,
7/23/2014,    11:00     ,    248 W 35TH ST               ,     M                       ,,
7/23/2014,    12:40     ,    600 LEXINGTON AV            ,     M                       ,,
7/23/2014,    19:40     ,    303 MADISON AV              ,     M                       ,,
7/23/2014,    06:07     ,    4 GLENWOOD DRIVE            ,    PENNINGTON NJ            ,,
7/23/2014,    12:20     ,    401 BROADWAY                ,     M                       ,,
7/23/2014,    20:11     ,    1740 BROADWAY               ,     M                       ,,
7/23/2014,    05:25     ,    559 CHESTNUT ST             ,     BK                      ,,
7/23/2014,    06:30     ,    215 E 24TH ST               ,     M                       ,,
7/23/2014,    07:20     ,    4730 61ST ST                ,     QU                      ,,
7/23/2014,    08:40     ,    64 W 11TH ST                ,     M                       ,,
7/23/2014,    11:30     ,    770 BROADWAY ON 9TH ST      ,     M                       ,,
7/23/2014,    14:56     ,    21 W 47TH ST                ,     M                       ,,
7/23/2014,    21:10     ,                                ,     JFK                     ,,
7/23/2014,    07:16     ,    4904 AMBOY RD               ,     SI                      ,,
7/23/2014,    09:15     ,    220 FIFTH AV                ,     M                       ,,
7/23/2014,    05:45     ,    444 E 86TH ST               ,     M                       ,,
7/23/2014,    09:00     ,                                ,     LAG                     ,,
7/23/2014,    11:11     ,    116 E 92ND ST               ,     M                       ,,
7/23/2014,    12:40     ,    190 YORK ST                 ,     BK                      ,,
7/23/2014,    13:40     ,    240 WINTHROP ST             ,     BK                      ,,
7/23/2014,    14:08     ,    4010 AVENUE J               ,     BK                      ,,
7/23/2014,    16:40     ,    1140 AMSTERDAM AV           ,     M                       ,,
7/23/2014,    18:10     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
7/23/2014,    16:32     ,                                ,     JFK                     ,,
7/23/2014,    20:30     ,    800 THIRD AV                ,     M                       ,,
7/23/2014,    21:04     ,    555 FIFTH AV                ,     M                       ,,
7/23/2014,    22:26     ,    200 PARK AV                 ,     M                       ,,
7/23/2014,    14:20     ,    109 WILLOW AVE              ,    HOBOKEN NJ               ,,
7/23/2014,    19:53     ,    100 W 33RD ST               ,     M                       ,,
7/23/2014,    22:51     ,                                ,     NWK                     ,,
7/23/2014,    19:45     ,                                ,     NWK                     ,,
7/23/2014,    22:38     ,    245 E 24TH ST               ,     M                       ,,
7/23/2014,    08:50     ,    224 E 5TH ST                ,     M                       ,,
7/23/2014,    16:47     ,    37 W 88TH ST                ,     M                       ,,
7/23/2014,    08:40     ,    1710 ANDREWS AV S           ,     BX                      ,,
7/23/2014,    09:10     ,    980 TRINITY AV              ,     BX                      ,,
7/23/2014,    16:10     ,    1230 PENNSYLVANIA AV        ,     BK                      ,,
7/23/2014,    22:38     ,    200 VARICK ST               ,     M                       ,,
7/23/2014,    00:05     ,    200 VARICK ST               ,     M                       ,,
7/23/2014,    03:21     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    06:10     ,    41 RIVER TE                 ,     M                       ,,
7/23/2014,    07:05     ,    4752 43RD ST                ,     QU                      ,,
7/23/2014,    07:35     ,    322 E 93RD ST               ,     M                       ,,
7/23/2014,    08:15     ,    135 CENTRAL PARK W          ,     M                       ,,
7/23/2014,    09:15     ,    420 E 76TH ST               ,     M                       ,,
7/23/2014,    10:11     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    20:48     ,    16 N MOORE ST               ,     M                       ,,
7/23/2014,    21:15     ,    200 VARICK ST               ,     M                       ,,
7/23/2014,    22:40     ,    48 GANSEVOORT ST            ,     M                       ,,
7/23/2014,    07:40     ,    2515 OLINVILLE AV           ,     BX                      ,,
7/23/2014,    09:10     ,    1209 WESTCHESTER AV         ,     BX                      ,,
7/23/2014,    10:25     ,    3784 TENTH AV               ,     M                       ,,
7/23/2014,    14:25     ,    70 E 129TH ST               ,     M                       ,,
7/23/2014,    16:03     ,    5 E 98TH ST                 ,     M                       ,,
7/23/2014,    21:04     ,    24 E 39TH ST                ,     M                       ,,
7/23/2014,    21:28     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/23/2014,    05:45     ,    49 W 32ND ST                ,     M                       ,,
7/23/2014,    07:20     ,    615 ADAMS ST                ,    HOBOKEN NJ               ,,
7/23/2014,    19:27     ,                                ,     TTB                     ,,
7/23/2014,    21:23     ,    10 E 52ND ST                ,     M                       ,,
7/23/2014,    23:03     ,    261 FIFTH AV  ON 29TH ST    ,     M                       ,,
7/23/2014,    09:25     ,    22055 46TH AV               ,     QU                      ,,
7/23/2014,    17:30     ,    350 FIFTH AV                ,     M                       ,,
7/23/2014,    01:07     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/23/2014,    04:25     ,    1717 BROADWAY               ,     M                       ,,
7/23/2014,    06:20     ,    120 WALL ST                 ,     M                       ,,
7/23/2014,    20:54     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    21:20     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    22:19     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    23:57     ,    1114 SIXTH ON 43RD ST       ,     M                       ,,
7/23/2014,    09:40     ,    1130 COLLEGE AV             ,     BX                      ,,
7/23/2014,    11:17     ,    635 W 165TH ST              ,     M                       ,,
7/23/2014,    12:25     ,    4228 BROADWAY               ,     M                       ,,
7/23/2014,    15:05     ,    622 W 168TH ST              ,     M                       ,,
7/23/2014,    18:12     ,    622 W 168TH ST              ,     M                       ,,
7/23/2014,    20:55     ,    1345 SIXTH AV               ,     M                       ,,
7/23/2014,    22:34     ,    330 MADISON AV              ,     M                       ,,
7/23/2014,    07:15     ,    405 W 23RD ST               ,     M                       ,,
7/23/2014,    08:45     ,     EIGHTH AV                  ,     M                       ,,
7/23/2014,    10:00     ,    145 CENTRAL PARK W          ,     M                       ,,
7/23/2014,    11:32     ,    180 WEST END AV             ,     M                       ,,
7/23/2014,    20:25     ,    236 W 56TH ST               ,     M                       ,,
7/23/2014,    22:25     ,    200 PARK AV                 ,     M                       ,,
7/23/2014,    00:05     ,                                ,     JFK                     ,,
7/23/2014,    10:20     ,                                ,     LAG                     ,,
7/23/2014,    22:20     ,                                ,     LAG                     ,,
7/23/2014,    23:16     ,    220 E 42ND ST               ,     M                       ,,
7/23/2014,    21:08     ,    622 THIRD AV                ,     M                       ,,
7/23/2014,    00:49     ,    445 HAMILTON AVE            ,    WHITE PLAINS WE          ,,
7/23/2014,    12:40     ,    139 WOOSTER ST              ,     M                       ,,
7/23/2014,    15:38     ,    800 FEDERAL BLVD            ,    CARTERET NJ              ,,
7/23/2014,    19:02     ,    2660 FREDERICK DOUGLASS B   ,     M                       ,,
7/23/2014,    21:21     ,    767 5TH AV                  ,    New York M               ,,
7/23/2014,    22:05     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    23:15     ,    745 SEVENTH AV              ,     M                       ,,
7/23/2014,    11:48     ,                                ,     LAG                     ,,
7/23/2014,    16:20     ,                                ,     LAG                     ,,
7/23/2014,    20:32     ,    245 PARK AV                 ,     M                       ,,
7/23/2014,    00:14     ,    100 W 33RD ST               ,     M                       ,,
7/23/2014,    02:08     ,     W 33RD ST                  ,     M                       ,,
7/23/2014,    21:29     ,    100 W 33RD ST               ,     M                       ,,
7/23/2014,    23:39     ,    227 W 27TH ST               ,     M                       ,,
7/23/2014,    20:15     ,                                ,     JFK                     ,,
7/23/2014,    22:55     ,                                ,     JFK                     ,,
7/23/2014,    20:40     ,    316 BOWERY                  ,     M                       ,,
7/23/2014,    22:58     ,    225 PARK AV S               ,     M                       ,,
7/23/2014,    11:45     ,    50 W 23RD ST                ,     M                       ,,
7/23/2014,    14:00     ,    220 5TH AVE                 ,     M                       ,,
7/23/2014,    22:12     ,    200 VARICK ST               ,     M                       ,,
7/23/2014,    09:40     ,    1 WORTH ST                  ,     M                       ,,
7/23/2014,    11:04     ,    450 W 15TH ST               ,     M                       ,,
7/23/2014,    18:17     ,    1 HOGAN PL                  ,     M                       ,,
7/23/2014,    06:25     ,    120 W 57TH ST               ,     M                       ,,
7/23/2014,    09:55     ,    4 PARK AV                   ,     M                       ,,
7/23/2014,    10:45     ,    900 PARK AV                 ,     M                       ,,
7/23/2014,    12:39     ,    1365 YORK AV                ,     M                       ,,
7/23/2014,    14:40     ,    7125 68TH ST                ,     QU                      ,,
7/23/2014,    12:12     ,    1 VERIZON WAY               ,    BASKING RIDGE NJ         ,,
7/23/2014,    16:30     ,    220 FIFTH AV                ,     M                       ,,
7/23/2014,    18:30     ,     PENN STATION               ,     M                       ,,
7/23/2014,    20:45     ,    100 W 33RD ST               ,     M                       ,,
7/23/2014,    22:19     ,    186 AVENUE B                ,     M                       ,,
7/23/2014,    05:51     ,    5120 BROADWAY               ,     M                       ,,
7/23/2014,    07:08     ,    261 ROWAYTON AVENUE         ,    ROWAYTON CT              ,,
7/23/2014,    09:50     ,    4451 THIRD AV               ,     BX                      ,,
7/23/2014,    11:51     ,    1309 FULTON AV              ,     BX                      ,,
7/23/2014,    13:49     ,    155 E 76TH ST               ,     M                       ,,
7/23/2014,    17:15     ,    520 E 90TH ST               ,     M                       ,,
7/23/2014,    21:57     ,    375 PARK AV                 ,     M                       ,,
