Date,Time,    Street_Address ,    City_State ,,
9/16/2014,    07:10     ,    566 W 190TH ST              ,     M                       ,,
9/16/2014,    08:15     ,    120 W 94TH ST               ,     M                       ,,
9/16/2014,    08:40     ,    310 W BROADWAY              ,     M                       ,,
9/16/2014,    09:10     ,    1945 AMSTERDAM AV           ,     M                       ,,
9/16/2014,    10:00     ,    133 E 84TH ST               ,     M                       ,,
9/16/2014,    16:25     ,    1200 WATERS PL              ,     BX                      ,,
9/16/2014,    18:30     ,    970 PARK AV                 ,     M                       ,,
9/16/2014,    19:55     ,    101 PARK AV                 ,     M                       ,,
9/16/2014,    00:18     ,    622 THIRD AV                ,     M                       ,,
9/16/2014,    14:56     ,    8940 56TH AV                ,     QU                      ,,
9/16/2014,    17:19     ,    7554 METROPOLITAN AV        ,     QU                      ,,
9/16/2014,    20:54     ,    11 E 35TH ST                ,     M                       ,,
9/16/2014,    22:16     ,    280 PARK AV                 ,     M                       ,,
9/16/2014,    23:09     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    11:07     ,    300 CADMAN PZ W             ,     BK                      ,,
9/16/2014,    14:10     ,    25 CHAPEL ST                ,     BK                      ,,
9/16/2014,    15:20     ,    1293 BROADWAY               ,     M                       ,,
9/16/2014,    16:30     ,    1910 MONTEREY AV            ,     BX                      ,,
9/16/2014,    18:05     ,    55 WATER ST                 ,     M                       ,,
9/16/2014,    20:24     ,    730 5th AV                  ,     M                       ,,
9/16/2014,    22:00     ,    1940 WEBSTER AV             ,     BX                      ,,
9/16/2014,    22:10     ,    488 W 128TH ST              ,     M                       ,,
9/16/2014,    22:40     ,    1 AVENUE OF THE FINE        ,     M                       ,,
9/16/2014,    05:51     ,    2 WINDING LANE              ,    SCARSDALE WE             ,,
9/16/2014,    09:10     ,    2230 UNIVERSITY AV          ,     BX                      ,,
9/16/2014,    10:23     ,    1776 CLAY AV                ,     BX                      ,,
9/16/2014,    11:40     ,    2382 PROSPECT AV            ,     BX                      ,,
9/16/2014,    12:53     ,    1065 SOUTHERN BL            ,     BX                      ,,
9/16/2014,    15:20     ,    234 E 149TH ST              ,     BX                      ,,
9/16/2014,    16:50     ,    860 RIVERSIDE DR            ,     M                       ,,
9/16/2014,    19:10     ,    120 W 44TH ST               ,     M                       ,,
9/16/2014,    01:44     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    06:15     ,    216 DUFFIELD ST             ,     BK                      ,,
9/16/2014,    07:20     ,    404 RIDGEWOOD AV            ,     BK                      ,,
9/16/2014,    07:35     ,    380 WILLIAMS AV             ,     BK                      ,,
9/16/2014,    10:10     ,    200 VARICK ST               ,     M                       ,,
9/16/2014,    11:30     ,    220 FIFTH AV                ,     M                       ,,
9/16/2014,    20:17     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    23:11     ,    770 BROADWAY ON 9TH ST      ,     M                       ,,
9/16/2014,    17:20     ,    180 VARICK ST               ,     M                       ,,
9/16/2014,    20:05     ,    135 W 18TH ST               ,     M                       ,,
9/16/2014,    21:25     ,    121 UNIVERSITY PL           ,     M                       ,,
9/16/2014,    18:40     ,    265 E 66TH ST               ,     M                       ,,
9/16/2014,    21:59     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    23:07     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    07:40     ,    1705 HOE AV                 ,     BX                      ,,
9/16/2014,    08:30     ,    50 W 72ND ST                ,     M                       ,,
9/16/2014,    09:44     ,    160 E 34TH ST               ,     M                       ,,
9/16/2014,    11:24     ,    1967 TURNBULL AV            ,     BX                      ,,
9/16/2014,    12:25     ,    700 WESTCHESTER AV          ,     BX                      ,,
9/16/2014,    13:55     ,    5 E 98TH ST                 ,     M                       ,,
9/16/2014,    15:08     ,    370 LEXINGTON AV            ,     M                       ,,
9/16/2014,    16:12     ,    10 PERLMAN PL               ,     M                       ,,
9/16/2014,    20:00     ,                                ,     LAG                     ,,
9/16/2014,    21:30     ,    825 THIRD AV                ,     M                       ,,
9/16/2014,    05:44     ,    77 ST. MARY`S PLACE         ,    NUTLEY NJ                ,,
9/16/2014,    12:25     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    14:45     ,    666 FIFTH ON 53RD ST        ,     M                       ,,
9/16/2014,    15:40     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    12:40     ,                                ,     NWK                     ,,
9/16/2014,    15:44     ,    345 CHAMBERS ST             ,     M                       ,,
9/16/2014,    20:28     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    21:50     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    22:43     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    23:42     ,    524 W 57TH ST               ,     M                       ,,
9/16/2014,    21:17     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
9/16/2014,    22:26     ,    520 MADISON ON 53RD ST      ,     M                       ,,
9/16/2014,    17:05     ,    33 BEAVER ST                ,     M                       ,,
9/16/2014,    19:38     ,    1195 NORTH AVE              ,    NEW ROCHELLE WE          ,,
9/16/2014,    21:35     ,    1920 EMMONS AVE             ,     BK                      ,,
9/16/2014,    22:45     ,    421 E 26TH ST               ,     M                       ,,
9/16/2014,    12:30     ,    315 E 72ND ST               ,     M                       ,,
9/16/2014,    14:45     ,    155 W 68TH ST               ,     M                       ,,
9/16/2014,    20:35     ,    475 FIFTH ON 41ST ST        ,     M                       ,,
9/16/2014,    01:10     ,    767 THIRD AV                ,     M                       ,,
9/16/2014,    04:53     ,    1226 KIRKLAND COURT         ,    CENTRAL ISLIP LI         ,,
9/16/2014,    18:14     ,                                ,     LAG                     ,,
9/16/2014,    20:55     ,                                ,     LAG                     ,,
9/16/2014,    22:41     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    23:55     ,    757 3RD AVE                 ,     M                       ,,
9/16/2014,    02:18     ,    520 MADISON ON 53RD ST      ,     M                       ,,
9/16/2014,    18:22     ,    4228 BROADWAY               ,     M                       ,,
9/16/2014,    21:08     ,    7 W 96TH ST                 ,     M                       ,,
9/16/2014,    19:55     ,                                ,     LAG                     ,,
9/16/2014,    22:15     ,                                ,     LAG                     ,,
9/16/2014,    03:07     ,    13 ANTHONY PL               ,    RIVERSIDE CT             ,,
9/16/2014,    05:55     ,    15 PARK AV                  ,     M                       ,,
9/16/2014,    07:48     ,                                ,     LAG                     ,,
9/16/2014,    10:25     ,    909 THIRD AV ON 54TH ST     ,     M                       ,,
9/16/2014,    12:10     ,    280 PARK AV                 ,     M                       ,,
9/16/2014,    04:30     ,    525 CLINTON AV              ,     BK                      ,,
9/16/2014,    05:30     ,    230 PARK PL                 ,     BK                      ,,
9/16/2014,    06:30     ,    400 E 67TH ST               ,     M                       ,,
9/16/2014,    07:03     ,    120 SCHROEDERS AV           ,     BK                      ,,
9/16/2014,    07:20     ,    195 WILLOUGHBY AV           ,     BK                      ,,
9/16/2014,    08:40     ,    99 VANDALIA AV              ,     BK                      ,,
9/16/2014,    09:10     ,    310 W 52ND ST               ,     M                       ,,
9/16/2014,    10:55     ,    230 OCEAN PKWY              ,     BK                      ,,
9/16/2014,    13:00     ,    11 W 42ND ST                ,     M                       ,,
9/16/2014,    15:19     ,                                ,     JFK                     ,,
9/16/2014,    16:40     ,    601 LEXINGTON AV            ,     M                       ,,
9/16/2014,    04:55     ,    5327 212TH ST               ,     QU                      ,,
9/16/2014,    06:00     ,    220 E 65TH ST               ,     M                       ,,
9/16/2014,    06:45     ,    22010 120TH AV              ,     QU                      ,,
9/16/2014,    08:00     ,    14714 78TH AV               ,     QU                      ,,
9/16/2014,    08:20     ,    82 W 12TH ST                ,     M                       ,,
9/16/2014,    09:29     ,    119 7TH AV                  ,    New York M               ,,
9/16/2014,    11:10     ,    75 WALL ST                  ,     M                       ,,
9/16/2014,    07:10     ,    82 UNIVERSITY PL            ,     M                       ,,
9/16/2014,    07:30     ,    876 PARK AV                 ,     M                       ,,
9/16/2014,    08:10     ,    114 W 40TH ST               ,     M                       ,,
9/16/2014,    08:40     ,    311 W 35TH ST               ,     M                       ,,
9/16/2014,    09:40     ,    611 LOGAN AV                ,     BX                      ,,
9/16/2014,    11:00     ,    14026 ELGAR PL              ,     BX                      ,,
9/16/2014,    12:10     ,    1925 HARRISON AV            ,     BX                      ,,
9/16/2014,    13:10     ,    767 5TH AV                  ,    New York M               ,,
9/16/2014,    22:20     ,    375 PARK AV                 ,     M                       ,,
9/16/2014,    07:27     ,    439 E 88TH ST               ,     M                       ,,
9/16/2014,    08:15     ,    401 E 86TH ST               ,     M                       ,,
9/16/2014,    08:45     ,    200 E 94TH ST               ,     M                       ,,
9/16/2014,    09:55     ,    38 E 37TH ST                ,     M                       ,,
9/16/2014,    10:42     ,    242 E 72ND ST               ,     M                       ,,
9/16/2014,    11:45     ,    353 E 68TH ST               ,     M                       ,,
9/16/2014,    12:40     ,    1370 51ST ST                ,     BK                      ,,
9/16/2014,    13:41     ,    2505 86TH ST                ,     BK                      ,,
9/16/2014,    16:21     ,    155 E 44TH ST               ,     M                       ,,
9/16/2014,    16:55     ,    520 MADISON ON 53RD ST      ,     M                       ,,
9/16/2014,    19:40     ,    850 3RD AVE                 ,     M                       ,,
9/16/2014,    19:56     ,                                ,     LAG                     ,,
9/16/2014,    21:00     ,    980 MADISON AVE             ,     M                       ,,
9/16/2014,    22:46     ,                                ,     LAG                     ,,
9/16/2014,    06:20     ,    4142 50TH ST                ,     QU                      ,,
9/16/2014,    07:25     ,    4730 61ST ST                ,     QU                      ,,
9/16/2014,    07:55     ,    455 MADISON AV              ,     M                       ,,
9/16/2014,    09:20     ,    575 MADISON AV              ,     M                       ,,
9/16/2014,    12:07     ,    240 E 38TH ST               ,     M                       ,,
9/16/2014,    14:04     ,    178 E 85TH ST               ,     M                       ,,
9/16/2014,    15:23     ,    130 E 77TH ST               ,     M                       ,,
9/16/2014,    16:36     ,    485 MADISON AV              ,     M                       ,,
9/16/2014,    19:55     ,    245 FIFTH AV                ,     M                       ,,
9/16/2014,    21:14     ,    245 FIFTH AV                ,     M                       ,,
9/16/2014,    22:30     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    08:10     ,    750 E 179TH ST              ,     BX                      ,,
9/16/2014,    08:40     ,    3204 PARK AV                ,     BX                      ,,
9/16/2014,    09:40     ,    1291-5 SHERIDAN AV          ,     BX                      ,,
9/16/2014,    12:40     ,    751 WALTON AV               ,     BX                      ,,
9/16/2014,    18:04     ,    630 W 168TH ST              ,     M                       ,,
9/16/2014,    19:56     ,    375 PARK AV                 ,     M                       ,,
9/16/2014,    05:55     ,    141 W 139TH ST              ,     M                       ,,
9/16/2014,    06:55     ,    720 WEST END AV             ,     M                       ,,
9/16/2014,    07:10     ,    95 AINSLIE ST               ,     BK                      ,,
9/16/2014,    08:25     ,    2 COLUMBUS AV               ,     M                       ,,
9/16/2014,    08:35     ,    112 E 66TH ST               ,     M                       ,,
9/16/2014,    09:20     ,    425 E 58TH ST               ,     M                       ,,
9/16/2014,    10:15     ,    417 E 68TH ST               ,     M                       ,,
9/16/2014,    12:07     ,    5645 MAIN ST                ,     QU                      ,,
9/16/2014,    14:25     ,    237 W 13TH ST               ,     M                       ,,
9/16/2014,    16:34     ,    10 UNION SQ E               ,     M                       ,,
9/16/2014,    18:54     ,    850 3RD AVE                 ,    NEW YORK M               ,,
9/16/2014,    01:15     ,    110 WILLIAM ST              ,     M                       ,,
9/16/2014,    05:25     ,    302 W 12TH ST               ,     M                       ,,
9/16/2014,    18:27     ,                                ,     NWK                     ,,
9/16/2014,    20:44     ,    250 GREENWICH ST            ,     M                       ,,
9/16/2014,    21:37     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    09:10     ,    1822 GROVE ST               ,     QU                      ,,
9/16/2014,    10:05     ,    454 FORT WASHINGTON AV      ,     M                       ,,
9/16/2014,    11:40     ,    22 W 77TH ST                ,     M                       ,,
9/16/2014,    15:10     ,    1938 MADISON AV             ,     M                       ,,
9/16/2014,    06:00     ,    1167 REMSEN AV              ,     BK                      ,,
9/16/2014,    07:45     ,     PARK AV                    ,     M                       ,,
9/16/2014,    08:10     ,    1605 BROADWAY               ,     M                       ,,
9/16/2014,    08:15     ,    128 W 29TH ST               ,     M                       ,,
9/16/2014,    10:10     ,    8 SPRUCE ST                 ,     M                       ,,
9/16/2014,    11:40     ,    30 KENMARE ST               ,     M                       ,,
9/16/2014,    12:30     ,    50 BRIGHTON 1ST RD          ,     BK                      ,,
9/16/2014,    13:31     ,    1630 E 102ND ST             ,     BK                      ,,
9/16/2014,    15:10     ,    1430 E 15TH ST              ,     BK                      ,,
9/16/2014,    16:40     ,    247 WATER ST                ,     M                       ,,
9/16/2014,    19:40     ,    1 HANOVER SQ                ,     M                       ,,
9/16/2014,    21:40     ,    575 FIFTH AV                ,     M                       ,,
9/16/2014,    14:03     ,    404 LIPPINCOTT DR           ,    MARLTON NJ               ,,
9/16/2014,    19:55     ,                                ,     LAG                     ,,
9/16/2014,    04:51     ,    68 MILTON ST                ,    MILLBURN NJ              ,,
9/16/2014,    06:55     ,    222 E 39TH ST               ,     M                       ,,
9/16/2014,    14:55     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    18:57     ,    395 HUDSON ST               ,     M                       ,,
9/16/2014,    06:55     ,    142 DUANE ST                ,     M                       ,,
9/16/2014,    10:04     ,    425 E 67TH ST               ,     M                       ,,
9/16/2014,    11:40     ,    666 FIFTH ON 52ND ST        ,     M                       ,,
9/16/2014,    19:55     ,    598 MADISON AV              ,     M                       ,,
9/16/2014,    07:15     ,    200 E 66TH ST               ,     M                       ,,
9/16/2014,    11:38     ,    4402 FRANCIS LEWIS BL       ,     QU                      ,,
9/16/2014,    13:25     ,    6054 54TH PL                ,     QU                      ,,
9/16/2014,    15:00     ,    5221 LITTLE NECK PY         ,     QU                      ,,
9/16/2014,    15:45     ,    5844 210TH ST               ,     QU                      ,,
9/16/2014,    00:49     ,    622 THIRD AV                ,     M                       ,,
9/16/2014,    15:39     ,    3503 12TH ST                ,     QU                      ,,
9/16/2014,    16:22     ,    1370 BROADWAY               ,     M                       ,,
9/16/2014,    19:55     ,    411 E 10TH ST               ,     M                       ,,
9/16/2014,    20:55     ,    24 E 81ST ST                ,     M                       ,,
9/16/2014,    21:57     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    22:43     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    22:30     ,    65 W 54TH ST                ,     M                       ,,
9/16/2014,    14:30     ,    14 E 90TH ST                ,     M                       ,,
9/16/2014,    15:30     ,    583 PARK AV                 ,     M                       ,,
9/16/2014,    17:06     ,    299 PEARL ST                ,     M                       ,,
9/16/2014,    19:10     ,    113 MAC DOUGAL ST           ,     M                       ,,
9/16/2014,    05:50     ,    45 FAIRVIEW AV              ,     M                       ,,
9/16/2014,    07:25     ,    35 GROVE ST                 ,     M                       ,,
9/16/2014,    07:55     ,    37 W 12TH ST                ,     M                       ,,
9/16/2014,    08:35     ,    1640 OCEAN AV               ,     BK                      ,,
9/16/2014,    09:40     ,    1520 CARROLL ST             ,     BK                      ,,
9/16/2014,    11:45     ,    485 LENOX AV                ,     M                       ,,
9/16/2014,    13:10     ,    1301 SIXTH AV               ,     M                       ,,
9/16/2014,    15:00     ,    8931 161ST ST               ,     QU                      ,,
9/16/2014,    16:55     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    19:36     ,    120 W 57TH ST               ,     M                       ,,
9/16/2014,    15:40     ,    770 BROADWAY ON 9TH ST      ,     M                       ,,
9/16/2014,    19:00     ,    840 PARK AV                 ,     M                       ,,
9/16/2014,    21:05     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    21:50     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    01:45     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    03:18     ,    260 GLENWOOD ROAD           ,    ENGLEWOOD NJ             ,,
9/16/2014,    05:55     ,    4220 KISSENA BL             ,     QU                      ,,
9/16/2014,    08:37     ,    1116 CARROLL ST             ,     BK                      ,,
9/16/2014,    08:30     ,    532 LEFFERTS AV             ,     BK                      ,,
9/16/2014,    09:40     ,    510 ATLANTIC AV             ,     BK                      ,,
9/16/2014,    11:05     ,    7 HUBERT ST                 ,     M                       ,,
9/16/2014,    21:25     ,     126TH ST & ROOSEVELT       ,     QU                      ,,
9/16/2014,    22:40     ,    114 ELLERY ST               ,     BK                      ,,
9/16/2014,    23:52     ,    75 VARICK ST                ,     M                       ,,
9/16/2014,    04:45     ,    520 W 43RD ST               ,     M                       ,,
9/16/2014,    06:00     ,    250 W 94TH ST               ,     M                       ,,
9/16/2014,    07:15     ,    1088 PARK AV                ,     M                       ,,
9/16/2014,    07:45     ,    111 W 71ST ST               ,     M                       ,,
9/16/2014,    08:10     ,    1335 SIXTH AV               ,     M                       ,,
9/16/2014,    09:00     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    10:35     ,    5117 92ND ST                ,     QU                      ,,
9/16/2014,    12:10     ,    1271 SIXTH AV               ,     M                       ,,
9/16/2014,    14:42     ,    27111 76TH AV               ,     QU                      ,,
9/16/2014,    15:15     ,    21905 FRANCIS LEWIS BLVD    ,     QU                      ,,
9/16/2014,    18:53     ,    40 W 55TH ST                ,     M                       ,,
9/16/2014,    21:17     ,    555 MADISON AV              ,     M                       ,,
9/16/2014,    22:13     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    23:15     ,    395 FLATBUSH AV EX          ,     BK                      ,,
9/16/2014,    23:31     ,    3010 W 33RD ST              ,     BK                      ,,
9/16/2014,    06:25     ,    158 W 81ST ST               ,     M                       ,,
9/16/2014,    07:45     ,    515 E 89TH ST               ,     M                       ,,
9/16/2014,    08:10     ,    420 E 79TH ST               ,     M                       ,,
9/16/2014,    19:36     ,    1885 PALMER AV              ,    LARCHMONT WE             ,,
9/16/2014,    21:50     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    23:44     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    05:55     ,    105 HEARNING AVE            ,    CRANFORD NJ              ,,
9/16/2014,    09:40     ,    459 CASTLE HILL AV          ,     BX                      ,,
9/16/2014,    11:38     ,    2475 EASTCHESTER RD         ,     BX                      ,,
9/16/2014,    12:29     ,    2300 WESTCHESTER AV         ,     BX                      ,,
9/16/2014,    14:00     ,    3555 BRUCKNER BL            ,     BX                      ,,
9/16/2014,    15:10     ,    3557 E TREMONT AV           ,     BX                      ,,
9/16/2014,    17:16     ,    1616 BRONXDALE AV           ,     BX                      ,,
9/16/2014,    19:23     ,    575 LEXINGTON AV            ,     M                       ,,
9/16/2014,    14:25     ,                                ,     JFK                     ,,
9/16/2014,    15:43     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    17:40     ,    59 MAIDEN LA                ,     M                       ,,
9/16/2014,    19:45     ,                                ,     NWK                     ,,
9/16/2014,    21:05     ,    134 READE ST                ,     M                       ,,
9/16/2014,    03:46     ,    15 BLACK WALNUT WAY         ,    MARLBORO NJ              ,,
9/16/2014,    06:38     ,    584 MCCULLOCH PLACE         ,    HAWORTH NJ               ,,
9/16/2014,    10:58     ,    4 TIMES SQ ON 42 ST         ,    M M                      ,,
9/16/2014,    12:40     ,    58 W 40TH ST                ,     M                       ,,
9/16/2014,    01:50     ,    520 MADISON ON 53RD ST      ,     M                       ,,
9/16/2014,    19:40     ,    1605 BROADWAY               ,     M                       ,,
9/16/2014,    21:49     ,    235 E 42ND ST               ,     M                       ,,
9/16/2014,    09:00     ,    17928 90TH AV               ,     QU                      ,,
9/16/2014,    10:15     ,    1009 PARK AV                ,     M                       ,,
9/16/2014,    11:10     ,    8515 MAIN ST                ,     QU                      ,,
9/16/2014,    13:37     ,    353 E 68TH ST               ,     M                       ,,
9/16/2014,    14:40     ,    1176 FIFTH AV               ,     M                       ,,
9/16/2014,    16:42     ,    15510 JAMAICA AV            ,     QU                      ,,
9/16/2014,    17:24     ,    17648 SUNBURY RD            ,     QU                      ,,
9/16/2014,    20:41     ,                                ,     NWK                     ,,
9/16/2014,    21:25     ,    245 FIFTH AV                ,     M                       ,,
9/16/2014,    02:41     ,    100 W 33RD ST               ,     M                       ,,
9/16/2014,    04:22     ,    113 NORTH AVE               ,    WESTPORT CT              ,,
9/16/2014,    20:35     ,                                ,     JFK                     ,,
9/16/2014,    21:52     ,    757 3rd AV                  ,     M                       ,,
9/16/2014,    22:35     ,    11542 MEXICO ST             ,     QU                      ,,
9/16/2014,    18:25     ,    18 NINTH AV                 ,     M                       ,,
9/16/2014,    21:08     ,    29 SEVENTH AV S             ,     M                       ,,
9/16/2014,    23:54     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    06:00     ,    45 W 95TH ST                ,     M                       ,,
9/16/2014,    18:55     ,                                ,     JFK                     ,,
9/16/2014,    20:53     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    09:20     ,    17347 104TH AV              ,     QU                      ,,
9/16/2014,    10:10     ,    10230 67TH AV               ,     QU                      ,,
9/16/2014,    12:44     ,    50 E 42ND ST                ,     M                       ,,
9/16/2014,    14:10     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    14:45     ,    326 W 40TH ST               ,     M                       ,,
9/16/2014,    17:36     ,    555 W 57TH ST               ,     M                       ,,
9/16/2014,    19:25     ,    83 MAIDEN LA                ,     M                       ,,
9/16/2014,    20:18     ,    52 MIDDLETON ST             ,     BK                      ,,
9/16/2014,    21:29     ,    310 93RD ST                 ,     BK                      ,,
9/16/2014,    21:55     ,    2922 86TH ST                ,     BK                      ,,
9/16/2014,    23:47     ,                                ,     JFK                     ,,
9/16/2014,    12:00     ,    530 FIFTH AV                ,     M                       ,,
9/16/2014,    13:10     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    14:25     ,    250 W 50TH ST               ,     M                       ,,
9/16/2014,    15:36     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    21:05     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    08:40     ,    133 E 58TH ST               ,     M                       ,,
9/16/2014,    09:30     ,    500 E 62ND ST               ,     M                       ,,
9/16/2014,    10:59     ,    162 E 78TH ST               ,     M                       ,,
9/16/2014,    12:45     ,    300 E 66TH ST               ,     M                       ,,
9/16/2014,    16:58     ,    2302 49TH AV                ,     QU                      ,,
9/16/2014,    18:43     ,    35 E 62ND ST                ,    NEW YORK NT              ,,
9/16/2014,    12:20     ,    2124 21ST RD                ,     QU                      ,,
9/16/2014,    13:12     ,    2635 92ND ST                ,     QU                      ,,
9/16/2014,    14:40     ,    3316 BROADWAY               ,     QU                      ,,
9/16/2014,    16:45     ,    1438 THIRD AV               ,     M                       ,,
9/16/2014,    18:28     ,    305 E 86TH ST               ,     M                       ,,
9/16/2014,    19:30     ,    767 5TH AV                  ,    New York M               ,,
9/16/2014,    20:30     ,    36 E 62ND ST                ,     M                       ,,
9/16/2014,    21:26     ,    767 5TH AV                  ,    New York M               ,,
9/16/2014,    23:00     ,    520 E 70TH ST               ,     M                       ,,
9/16/2014,    15:40     ,    11 W 42ND ST                ,     M                       ,,
9/16/2014,    20:19     ,    200 E 84TH ST               ,     M                       ,,
9/16/2014,    21:47     ,    100 W 33RD ST               ,     M                       ,,
9/16/2014,    23:59     ,    245 FIFTH AV                ,     M                       ,,
9/16/2014,    05:00     ,    166 E 61ST ST               ,     M                       ,,
9/16/2014,    20:54     ,                                ,     LAG                     ,,
9/16/2014,    13:00     ,    1120 PARK AV                ,     M                       ,,
9/16/2014,    15:40     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    16:10     ,    50 W 50TH ST                ,     M                       ,,
9/16/2014,    17:00     ,    220 E 42ND ST               ,     M                       ,,
9/16/2014,    17:55     ,    400 FIFTH AV                ,     M                       ,,
9/16/2014,    20:57     ,    1345 SIXTH AV               ,     M                       ,,
9/16/2014,    23:00     ,    9 W 57TH ST                 ,     M                       ,,
9/16/2014,    23:40     ,    2120 FIRST AV               ,     M                       ,,
9/16/2014,    13:00     ,    2424 KINGS HY               ,     BK                      ,,
9/16/2014,    15:20     ,    25 ELM PL                   ,     BK                      ,,
9/16/2014,    17:10     ,    546 FIFTH AV                ,     M                       ,,
9/16/2014,    20:29     ,    126 E 56TH ST               ,     M                       ,,
9/16/2014,    21:50     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    22:13     ,    60 WALL ST                  ,     M                       ,,
9/16/2014,    22:30     ,    3154 EMMONS AV              ,     BK                      ,,
9/16/2014,    23:33     ,    22 E 54TH ST                ,     M                       ,,
9/16/2014,    05:45     ,    2311 COLES AVE              ,    SCOTCH PLAINS NJ         ,,
9/16/2014,    07:49     ,                                ,     NWK                     ,,
9/16/2014,    10:25     ,    130 E 104TH ST              ,     M                       ,,
9/16/2014,    14:19     ,    2747 CRESCENT ST            ,     QU                      ,,
9/16/2014,    17:10     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    19:51     ,    37 W 57TH ST                ,     M                       ,,
9/16/2014,    06:50     ,    10 ROSSETT STREET           ,    ENGLEWOOD CLIFFS NJ      ,,
9/16/2014,    10:40     ,    1530 JESUP AV               ,     BX                      ,,
9/16/2014,    11:21     ,    3322 BAINBRIDGE AV          ,     BX                      ,,
9/16/2014,    12:00     ,    2620 UNIVERSITY AV          ,     BX                      ,,
9/16/2014,    14:10     ,    177 FORT WASHINGTON AV      ,     M                       ,,
9/16/2014,    15:40     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    16:10     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    16:57     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    16:57     ,    1400 BROADWAY               ,     M                       ,,
9/16/2014,    17:50     ,    280 PARK AV                 ,     M                       ,,
9/16/2014,    19:10     ,    39 E 58TH ST                ,     M                       ,,
9/16/2014,    08:51     ,    70 E 77TH ST                ,     M                       ,,
9/16/2014,    18:20     ,    9404 ASTORIA BL             ,     QU                      ,,
9/16/2014,    20:36     ,    770 BROADWAY ON 9TH ST      ,     M                       ,,
9/16/2014,    19:45     ,                                ,     NWK                     ,,
9/16/2014,    21:38     ,    601 W 26TH ST               ,     M                       ,,
9/16/2014,    04:45     ,    885 SIXTH AV                ,     M                       ,,
9/16/2014,    19:11     ,    1 LITTLE WEST 012 ST        ,     M                       ,,
9/16/2014,    21:10     ,                                ,     NWK                     ,,
9/16/2014,    23:00     ,                                ,     NWK                     ,,
9/16/2014,    05:20     ,    2250 BROOKHAVEN AV          ,     QU                      ,,
9/16/2014,    06:45     ,    31 W 17TH ST                ,     M                       ,,
9/16/2014,    07:50     ,    8431 FLEET CT               ,     QU                      ,,
9/16/2014,    08:45     ,    8319 188TH ST               ,     QU                      ,,
9/16/2014,    10:32     ,                                ,     LAG                     ,,
9/16/2014,    11:45     ,    420 E 76TH ST               ,     M                       ,,
9/16/2014,    13:15     ,    31 W 27TH ST                ,     M                       ,,
9/16/2014,    14:15     ,    650 6th AVE                 ,    M M                      ,,
9/16/2014,    15:30     ,    26601 76TH AV               ,     QU                      ,,
9/16/2014,    16:25     ,    14732 JAMAICA AV            ,     QU                      ,,
9/16/2014,    17:40     ,    415 MADISON AV              ,     M                       ,,
9/16/2014,    07:38     ,    34 WASHINGTON PK            ,    MAPLEWOOD NJ             ,,
9/16/2014,    13:00     ,     W 28TH ST                  ,     M                       ,,
9/16/2014,    15:40     ,    451 ELEVENTH AV             ,     M                       ,,
9/16/2014,    19:56     ,    730 FIFTH AV                ,     M                       ,,
9/16/2014,    04:20     ,    18 PECOHO RD                ,    LAKE PEEKSKILL NY        ,,
9/16/2014,    09:40     ,    150 WILLOW ST               ,     BK                      ,,
